City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Martin,US,2020-04-28 02:54:37,27.08,-80.42,69.8,49,1,5.82
306,Tura,IN,2020-04-28 02:54:38,25.52,90.22,81.64,52,99,2.64
307,Kungsbacka,SE,2020-04-28 02:54:38,57.49,12.08,43.0,100,20,3.24
308,Iisalmi,FI,2020-04-28 02:54:38,63.56,27.19,30.2,74,100,3.36
309,Amga,RU,2020-04-28 02:54:38,60.9,131.96,37.78,70,91,8.93
310,Zhezkazgan,KZ,2020-04-28 02:54:38,47.8,67.71,60.8,82,90,13.42
311,Kismayo,SO,2020-04-28 02:49:32,-0.36,42.55,80.13,85,97,7.63
312,Carnarvon,AU,2020-04-28 02:48:03,-24.87,113.63,73.4,53,38,23.04
313,Jalu,LY,2020-04-28 02:48:08,29.03,21.55,68.32,55,0,9.22
314,Ambon,ID,2020-04-28 02:54:39,-3.7,128.18,82.06,80,98,8.68
315,Cervo,ES,2020-04-28 02:54:39,43.67,-7.41,51.01,1,88,1.99
316,Baghdogra,IN,2020-04-28 02:54:39,26.7,88.32,83.62,45,4,6.51
317,Sol-Iletsk,RU,2020-04-28 02:49:33,51.16,54.99,49.98,72,32,12.08
318,Kirakira,SB,2020-04-28 02:54:40,-10.45,161.92,85.68,70,88,5.26
319,Gamba,GA,2020-04-28 02:48:12,-2.65,10.0,74.97,93,99,4.41
320,Na Wa,TH,2020-04-28 02:54:40,17.49,104.1,84.99,47,100,3.36
321,Olinda,BR,2020-04-28 02:49:16,-8.01,-34.86,82.4,74,40,9.17
322,Hay River,CA,2020-04-28 02:48:27,60.82,-115.8,42.8,56,75,11.41
323,Masoko,TZ,2020-04-28 02:54:41,-9.33,33.75,67.15,68,100,0.56
324,Nabire,ID,2020-04-28 02:54:41,-3.37,135.48,89.06,59,99,4.61
325,Prince Rupert,CA,2020-04-28 02:48:05,54.32,-130.32,48.2,78,75,10.29
326,Kiunga,PG,2020-04-28 02:54:41,-6.12,141.29,91.4,56,60,3.02
327,Melito Di Porto Salvo,IT,2020-04-28 02:54:42,37.92,15.77,63.0,93,20,2.24
328,Tessalit,ML,2020-04-28 02:49:05,20.2,1.01,80.01,14,17,9.28
329,Kaifeng,CN,2020-04-28 02:54:42,34.79,114.35,68.0,40,0,8.95
330,Mercedes,AR,2020-04-28 02:52:34,-34.65,-59.43,64.99,67,100,1.99
331,Marsh Harbour,BS,2020-04-28 02:54:42,26.54,-77.06,72.91,66,72,14.67
332,Tucupita,VE,2020-04-28 02:54:42,9.06,-62.05,73.87,88,3,4.07
333,Cheney,US,2020-04-28 02:47:54,47.49,-117.58,59.0,26,20,21.92
334,Barcelos,PT,2020-04-28 02:54:43,41.54,-8.62,57.2,76,75,4.7
335,Ilulissat,GL,2020-04-28 02:43:44,69.22,-51.1,30.2,92,100,6.93
336,Letka,RU,2020-04-28 02:54:43,59.6,49.42,36.25,83,100,4.94
337,Samarai,PG,2020-04-28 02:54:43,-10.62,150.67,83.66,73,77,7.54
338,Kahului,US,2020-04-28 02:45:55,20.89,-156.47,82.4,61,40,24.16
339,Yar-Sale,RU,2020-04-28 02:49:14,66.83,70.83,29.16,96,95,3.27
340,Souillac,MU,2020-04-28 02:48:33,-20.52,57.52,75.2,73,75,11.41
341,Northam,GB,2020-04-28 02:54:44,51.03,-4.22,54.0,92,100,9.93
342,Hit,IQ,2020-04-28 02:54:44,33.64,42.83,70.39,26,95,6.96
343,Barentu,ER,2020-04-28 02:54:45,15.11,37.59,70.52,46,96,3.33
344,Moron,AR,2020-04-28 02:54:45,-34.65,-58.62,68.0,100,100,12.8
345,Skjervoy,NO,2020-04-28 02:54:45,70.03,20.97,28.63,90,57,9.1
346,Mount Gambier,AU,2020-04-28 02:48:46,-37.83,140.77,60.8,63,100,16.11
347,Ypsonas,CY,2020-04-28 02:54:46,34.69,32.96,53.6,76,0,2.24
348,Saldanha,ZA,2020-04-28 02:54:46,-33.01,17.94,60.8,67,0,3.36
349,Kamyshevatskaya,RU,2020-04-28 02:54:46,46.41,37.96,49.57,71,2,12.64
350,Uchaly,RU,2020-04-28 02:54:47,54.3,59.45,45.0,74,20,4.83
351,West Bay,KY,2020-04-28 02:54:47,19.37,-81.42,84.0,80,0,3.0
352,Bell Ville,AR,2020-04-28 02:54:47,-32.63,-62.69,68.0,98,100,5.46
353,Slyudyanka,RU,2020-04-28 02:54:48,51.66,103.71,50.13,68,100,2.33
354,Namatanai,PG,2020-04-28 02:48:03,-3.67,152.43,86.23,67,100,3.49
355,Urrao,CO,2020-04-28 02:54:48,6.32,-76.13,55.99,97,100,1.86
356,Dibulla,CO,2020-04-28 02:54:49,11.27,-73.31,79.63,77,76,10.33
357,Tougue,GN,2020-04-28 02:54:49,11.47,-11.6,75.13,48,22,4.25
358,Aniva,RU,2020-04-28 02:54:49,46.71,142.53,48.2,49,40,11.18
359,Severnyy-Kospashskiy,RU,2020-04-28 02:54:50,59.09,57.8,45.0,61,100,1.99
360,Ndioum,SN,2020-04-28 02:54:50,16.51,-14.65,81.03,25,32,14.99
361,Andros Town,BS,2020-04-28 02:50:09,24.7,-77.77,78.8,69,75,9.17
362,Suslovo,RU,2020-04-28 02:54:50,56.22,88.12,60.12,36,98,6.11
363,Mbaiki,CF,2020-04-28 02:54:51,3.87,17.99,68.43,78,79,2.42
364,Lumphat,KH,2020-04-28 02:54:51,13.49,106.98,91.08,40,14,7.7
365,Salinas,US,2020-04-28 02:54:51,36.68,-121.66,66.2,63,1,9.17
366,Kavieng,PG,2020-04-28 02:48:22,-2.57,150.8,85.71,70,25,5.39
367,Berlevag,NO,2020-04-28 02:49:33,70.86,29.09,26.56,92,100,6.35
368,Maku,IR,2020-04-28 02:54:52,39.29,44.45,46.54,40,62,7.0
369,Kibre Mengist,ET,2020-04-28 02:54:52,5.88,38.98,59.34,59,99,0.6
370,Luanda,AO,2020-04-28 02:49:42,-8.84,13.23,77.0,88,75,6.93
371,Trairi,BR,2020-04-28 02:52:05,-3.28,-39.27,75.18,92,100,5.64
372,Falun,SE,2020-04-28 02:54:53,60.6,15.63,33.8,89,100,8.05
373,Sokol,RU,2020-04-28 02:54:53,59.46,40.12,31.46,91,8,6.02
374,Oktyabrskoye,RU,2020-04-28 02:54:54,43.06,44.74,42.8,100,100,2.24
375,Akdepe,TM,2020-04-28 02:54:54,42.06,59.38,57.2,93,90,9.17
376,Rabo De Peixe,PT,2020-04-28 02:49:29,37.8,-25.58,60.8,87,75,5.82
377,Perth,AU,2020-04-28 02:50:25,-31.93,115.83,69.01,42,20,17.22
378,Guarapari,BR,2020-04-28 02:54:55,-20.67,-40.5,72.0,93,0,4.7
379,Vilcun,CL,2020-04-28 02:54:56,-38.65,-72.23,53.6,100,75,3.36
380,Yucca Valley,US,2020-04-28 02:51:22,34.11,-116.43,78.01,32,53,1.01
381,San Luis,AR,2020-04-28 02:54:56,-33.3,-66.34,64.92,72,94,1.66
382,Toora-Khem,RU,2020-04-28 02:54:57,52.47,96.11,64.47,36,70,1.74
383,Half Moon Bay,US,2020-04-28 02:48:22,37.46,-122.43,69.01,87,1,12.75
384,Dzilam Gonzalez,MX,2020-04-28 02:54:57,21.28,-88.93,81.0,80,0,8.99
385,Daru,PG,2020-04-28 02:49:37,-9.08,143.21,84.54,76,25,13.38
386,Ust-Tsilma,RU,2020-04-28 02:54:57,65.44,52.15,33.94,92,99,1.79
387,Kamenka,RU,2020-04-28 02:54:58,51.32,42.77,42.01,87,93,8.99
388,Hobyo,SO,2020-04-28 02:47:49,5.35,48.53,83.68,79,73,13.51
389,Charters Towers,AU,2020-04-28 02:48:15,-20.1,146.27,81.73,44,50,13.22
390,Umm Kaddadah,SD,2020-04-28 02:54:58,13.6,26.69,77.65,14,1,11.45
391,Asfi,MA,2020-04-28 02:54:59,32.3,-9.24,62.17,85,7,7.07
392,Sur,OM,2020-04-28 02:54:59,22.57,59.53,91.98,37,0,7.9
393,Igrim,RU,2020-04-28 02:54:59,63.19,64.42,37.36,88,100,8.05
394,Ormara,PK,2020-04-28 02:54:59,25.21,64.64,78.51,87,14,0.94
395,Kavaratti,IN,2020-04-28 02:48:09,10.57,72.64,85.8,66,43,9.26
396,Pasighat,IN,2020-04-28 02:55:00,28.07,95.33,77.56,61,100,1.7
397,Svetlaya,RU,2020-04-28 02:55:00,46.54,138.33,47.5,53,6,11.41
398,Jawhar,SO,2020-04-28 02:55:00,2.78,45.5,79.05,85,18,4.12
399,Sao Sebastiao,BR,2020-04-28 02:55:01,-23.76,-45.41,68.92,84,0,2.26
400,Dayong,CN,2020-04-28 02:55:01,25.02,118.29,77.0,53,35,13.42
401,Honningsvag,NO,2020-04-28 02:45:39,70.98,25.97,28.56,91,100,6.6
402,Wildeshausen,DE,2020-04-28 02:55:02,52.9,8.43,48.99,87,67,1.01
403,Kodinar,IN,2020-04-28 02:55:02,20.79,70.7,82.67,65,0,9.31
404,Cotonou,BJ,2020-04-28 02:55:02,6.37,2.42,75.2,94,20,2.24
405,Fairbanks,US,2020-04-28 02:47:57,64.84,-147.72,45.0,28,1,4.7
406,Betioky,MG,2020-04-28 02:55:03,-23.72,44.38,63.95,71,0,6.29
407,Dakar,SN,2020-04-28 02:45:27,14.69,-17.44,69.8,88,0,11.41
408,Farafangana,MG,2020-04-28 02:55:03,-22.82,47.83,69.67,83,100,3.06
409,Port-Gentil,GA,2020-04-28 02:49:42,-0.72,8.78,81.55,77,88,8.03
410,Thinadhoo,MV,2020-04-28 02:48:44,0.53,72.93,85.44,72,100,12.37
411,Virginia Beach,US,2020-04-28 02:54:45,36.85,-75.98,53.6,66,1,3.36
412,Dabat,ET,2020-04-28 02:55:04,12.98,37.77,56.19,42,100,9.86
413,Cayenne,GF,2020-04-28 02:47:36,4.93,-52.33,77.0,100,98,1.12
414,Namibe,AO,2020-04-28 02:48:16,-15.2,12.15,72.77,65,62,7.02
415,Sernovodskoye,RU,2020-04-28 02:55:05,43.32,45.16,48.2,87,75,8.95
416,Manta,EC,2020-04-28 02:55:05,-0.95,-80.73,77.0,83,57,8.05
417,Bud,US,2020-04-28 02:55:05,39.45,-86.18,62.01,60,95,11.88
418,Vardo,NO,2020-04-28 02:55:05,70.37,31.11,26.6,73,75,10.29
419,Mareeba,AU,2020-04-28 02:55:06,-17.0,145.43,86.0,59,14,5.01
420,Port Hardy,CA,2020-04-28 02:43:43,50.7,-127.42,51.8,66,75,9.17
421,Presidencia Roque Saenz Pena,AR,2020-04-28 02:55:06,-26.79,-60.44,80.47,46,0,9.86
422,Aklavik,CA,2020-04-28 02:47:45,68.22,-135.01,21.2,48,40,4.7
423,Sakaiminato,JP,2020-04-28 02:55:07,35.55,133.23,62.6,42,20,11.41
424,Kaduqli,SD,2020-04-28 02:48:29,11.02,29.72,75.99,16,36,3.15
425,Chernyshevskiy,RU,2020-04-28 02:55:07,63.01,112.47,39.33,88,100,8.23
426,Coffs Harbour,AU,2020-04-28 02:55:07,-30.3,153.13,73.4,73,90,6.93
427,Dingle,PH,2020-04-28 02:48:49,11.0,122.67,91.15,51,86,13.96
428,Quelimane,MZ,2020-04-28 02:55:08,-17.88,36.89,68.56,88,43,2.66
429,Darhan,MN,2020-04-28 02:55:08,49.49,105.92,62.15,39,100,12.21
430,Wolgast,DE,2020-04-28 02:55:08,54.05,13.77,48.99,73,37,1.01
431,Te Anau,NZ,2020-04-28 02:47:41,-45.42,167.72,54.05,57,97,6.6
432,Phalaborwa,ZA,2020-04-28 02:55:09,-23.94,31.14,62.6,93,0,1.12
433,Benghazi,LY,2020-04-28 02:55:09,32.12,20.07,64.67,59,0,8.05
434,Rodrigues Alves,BR,2020-04-28 02:55:09,-7.74,-72.65,73.69,91,60,1.01
435,Sorong,ID,2020-04-28 02:51:19,-0.88,131.25,81.75,82,39,4.18
436,San Cristobal,VE,2020-04-28 02:55:10,7.77,-72.22,68.61,56,86,2.17
437,Nyurba,RU,2020-04-28 02:55:10,63.28,118.33,34.93,93,100,2.98
438,Tiarei,PF,2020-04-28 02:49:13,-17.53,-149.33,86.0,70,9,12.75
439,Sitka,US,2020-04-28 02:48:49,57.05,-135.33,44.6,81,90,9.17
440,San Francisco,US,2020-04-28 02:51:46,37.77,-122.42,69.01,63,40,26.4
441,Roma,US,2020-04-28 02:51:05,43.21,-75.46,39.2,80,1,2.66
442,Manggar,ID,2020-04-28 02:55:11,-2.88,108.27,83.93,75,100,7.31
443,Araouane,ML,2020-04-28 02:48:18,18.9,-3.53,83.91,12,40,10.51
444,Santa Cruz Del Sur,CU,2020-04-28 02:55:11,20.71,-78.0,77.79,79,77,14.5
445,Kitui,KE,2020-04-28 02:55:12,-1.37,38.01,62.44,70,68,2.48
446,Waitati,NZ,2020-04-28 02:55:12,-45.75,170.57,63.0,48,3,10.0
447,Qandala,SO,2020-04-28 02:55:12,11.47,49.87,87.17,61,30,3.22
448,Sochi,RU,2020-04-28 02:51:39,43.6,39.73,50.0,81,90,8.95
449,Manokwari,ID,2020-04-28 02:55:13,-0.87,134.08,84.25,71,100,4.5
450,Englewood,US,2020-04-28 02:54:57,39.65,-104.99,71.01,20,40,4.7
451,Egvekinot,RU,2020-04-28 02:48:46,66.32,-179.17,18.43,93,99,3.98
452,Kawalu,ID,2020-04-28 02:48:32,-7.38,108.21,80.19,73,93,3.56
453,Dauphin,CA,2020-04-28 02:55:14,51.15,-100.05,46.49,62,95,5.93
454,Oussouye,SN,2020-04-28 02:55:14,12.48,-16.55,75.2,73,28,2.24
455,Kenai,US,2020-04-28 02:48:28,60.55,-151.26,51.8,25,1,9.17
456,Cuamba,MZ,2020-04-28 02:55:15,-14.8,36.54,62.8,81,25,2.13
457,Diffa,NE,2020-04-28 02:55:15,13.32,12.61,85.05,12,48,7.34
458,Bara,NG,2020-04-28 02:55:15,10.37,10.73,82.76,57,100,11.79
459,Gayny,RU,2020-04-28 02:55:15,60.31,54.32,35.15,92,100,4.63
460,Alice Springs,AU,2020-04-28 02:48:50,-23.7,133.88,89.6,24,91,8.05
461,Marzuq,YE,2020-04-28 02:55:16,14.4,46.47,75.0,47,43,5.1
462,Balikpapan,ID,2020-04-28 02:55:02,-1.27,116.83,82.4,83,20,8.05
463,Lokosovo,RU,2020-04-28 02:55:16,61.13,74.82,51.85,72,98,7.94
464,Maniitsoq,GL,2020-04-28 02:55:16,65.42,-52.9,29.84,97,100,10.04
465,Ahuimanu,US,2020-04-28 02:55:17,21.44,-157.84,82.4,61,20,11.41
466,Baykit,RU,2020-04-28 02:46:32,61.67,96.37,51.39,66,100,5.28
467,Mayo,US,2020-04-28 02:55:17,38.89,-76.51,51.8,62,1,5.82
468,Takoradi,GH,2020-04-28 02:55:17,4.88,-1.76,79.16,84,18,5.1
469,Pombas,CV,2020-04-28 02:55:18,17.15,-25.02,71.6,73,40,18.34
470,Cockburn Town,TC,2020-04-28 02:55:18,21.46,-71.14,78.93,81,15,14.85
471,Sakata,JP,2020-04-28 02:55:18,38.92,139.85,53.6,66,75,13.87
472,Saint George,US,2020-04-28 02:44:23,37.1,-113.58,84.2,9,1,8.05
473,Neustrelitz,DE,2020-04-28 02:55:18,53.37,13.08,52.0,62,44,1.99
474,Portland,US,2020-04-28 02:48:13,45.52,-122.68,63.0,61,41,1.01
475,Omsukchan,RU,2020-04-28 02:55:19,62.53,155.8,30.85,75,86,1.86
476,Ostrovnoy,RU,2020-04-28 02:49:13,68.05,39.51,29.05,96,100,4.54
477,Carauari,BR,2020-04-28 02:48:25,-4.88,-66.9,73.4,95,100,2.37
478,Flinders,AU,2020-04-28 02:55:19,-34.58,150.86,73.0,70,49,7.0
479,Nagua,DO,2020-04-28 02:55:19,19.38,-69.85,74.97,85,0,6.29
480,Carutapera,BR,2020-04-28 02:49:35,-1.2,-46.02,76.12,91,71,2.75
481,Karnobat,BG,2020-04-28 02:55:20,42.65,26.98,51.01,100,20,5.82
482,Sudak,UA,2020-04-28 02:47:39,44.85,34.97,48.36,53,0,5.12
483,Bradford,GB,2020-04-28 02:55:20,53.79,-1.75,45.0,86,100,1.99
484,Viedma,AR,2020-04-28 02:55:21,-40.81,-63.0,58.01,95,100,4.38
485,Diapaga,BF,2020-04-28 02:55:21,12.07,1.79,88.2,40,2,6.38
486,Khomeyn,IR,2020-04-28 02:55:22,33.64,50.08,48.47,26,99,3.2
487,Konevo,RU,2020-04-28 02:55:22,62.12,39.32,28.74,95,79,3.71
488,Anloga,GH,2020-04-28 02:55:22,5.79,0.9,78.8,94,20,2.24
489,Cazones,MX,2020-04-28 02:49:43,20.72,-97.32,76.3,88,0,5.46
490,San Angelo,US,2020-04-28 02:53:51,31.46,-100.44,82.4,42,20,5.82
491,Alghero,IT,2020-04-28 02:55:23,40.56,8.32,62.6,88,100,13.87
492,Huarmey,PE,2020-04-28 02:55:23,-10.07,-78.15,68.77,82,99,9.55
493,Lata,PT,2020-04-28 02:47:41,40.16,-8.33,51.01,96,51,1.01
494,Kovdor,RU,2020-04-28 02:55:23,67.57,30.48,23.7,96,96,5.17
495,Fayaoue,NC,2020-04-28 02:55:23,-20.65,166.53,78.06,72,0,18.05
496,Saint-Francois,FR,2020-04-28 02:55:24,46.42,3.91,55.4,82,75,3.36
497,Gat,IL,2020-04-28 02:48:00,31.61,34.76,57.99,78,0,1.01
498,Izvoru Barzii,RO,2020-04-28 02:55:24,44.71,22.67,47.14,66,0,3.96
499,Tazovskiy,RU,2020-04-28 02:55:24,67.47,78.7,26.67,98,91,4.5
500,Kabelvag,NO,2020-04-28 02:55:24,68.21,14.48,28.4,79,40,6.93
501,Ugoofaaru,MV,2020-04-28 02:55:25,5.67,73.0,85.41,74,45,4.94
502,Shingu,JP,2020-04-28 02:55:25,33.73,135.98,59.0,54,75,8.05
503,Havoysund,NO,2020-04-28 02:55:25,71.0,24.66,24.8,92,75,4.7
504,Zhigansk,RU,2020-04-28 02:49:02,66.77,123.37,28.18,92,69,4.29
505,Sistranda,NO,2020-04-28 02:49:25,63.73,8.83,41.0,65,0,9.17
506,Princeton,US,2020-04-28 02:55:26,25.54,-80.41,75.0,73,1,5.82
507,Brae,GB,2020-04-28 02:55:26,60.4,-1.35,41.0,86,98,11.41
508,Tiruppur,IN,2020-04-28 02:55:26,11.1,77.35,80.6,83,20,4.68
509,Mandalgovi,MN,2020-04-28 02:55:27,45.76,106.27,71.51,12,89,15.17
510,Kargasok,RU,2020-04-28 02:55:27,59.06,80.86,56.17,53,100,2.91
511,Beringovskiy,RU,2020-04-28 02:47:37,63.05,179.32,28.89,94,20,5.23
512,Jinxiang,CN,2020-04-28 02:55:27,22.86,115.7,79.83,44,59,15.86
513,Saint-Pierre,RE,2020-04-28 02:55:27,-21.34,55.48,69.8,77,20,9.17
514,Saint-Augustin,CA,2020-04-28 02:48:41,51.23,-58.65,33.06,89,0,5.35
515,Acarau,BR,2020-04-28 02:49:06,-2.89,-40.12,76.5,86,100,7.63
516,Santiago Del Estero,AR,2020-04-28 02:53:04,-27.8,-64.26,76.37,68,55,5.93
517,Akureyri,IS,2020-04-28 02:55:28,65.68,-18.09,30.2,92,0,4.7
518,Karpinsk,RU,2020-04-28 02:55:28,59.77,60.01,39.4,89,100,2.39
519,Boffa,GN,2020-04-28 02:55:29,10.17,-14.03,76.37,76,52,4.12
520,Bilma,NE,2020-04-28 02:49:12,18.69,12.92,83.53,12,3,3.58
521,Rognan,NO,2020-04-28 02:55:29,67.1,15.39,33.01,87,40,11.41
522,Vuktyl,RU,2020-04-28 02:48:50,63.86,57.31,34.14,85,97,5.19
523,Nijar,ES,2020-04-28 02:55:30,36.97,-2.21,57.2,87,72,5.82
524,Gallipoli,TR,2020-04-28 02:55:30,40.41,26.67,53.42,72,22,8.95
525,Pacifica,US,2020-04-28 02:47:28,37.61,-122.49,66.0,87,1,12.75
526,Praia,CV,2020-04-28 02:49:34,14.92,-23.51,71.6,78,40,16.11
527,Lompoc,US,2020-04-28 02:46:31,34.64,-120.46,62.01,72,1,13.87
528,Kikwit,CD,2020-04-28 02:48:14,-5.04,18.82,70.56,84,93,1.21
529,Rosarito,MX,2020-04-28 02:55:31,32.33,-117.03,69.8,68,5,8.05
530,Grand-Santi,GF,2020-04-28 02:55:31,4.25,-54.38,70.97,95,81,2.04
531,Sao Bartolomeu De Messines,PT,2020-04-28 02:55:31,37.26,-8.29,55.4,87,100,5.82
532,Coahuayana,MX,2020-04-28 02:49:34,18.73,-103.68,74.03,64,0,0.85
533,Haines Junction,CA,2020-04-28 02:55:32,60.75,-137.51,42.24,57,54,2.13
534,Vila Velha,BR,2020-04-28 02:44:14,-20.33,-40.29,72.0,93,3,4.7
535,Cruzeiro Do Sul,BR,2020-04-28 02:55:32,-29.51,-51.99,69.01,98,99,1.43
536,Benidorm,ES,2020-04-28 02:53:41,38.54,-0.13,62.01,58,0,7.0
537,Taloqan,AF,2020-04-28 02:55:32,36.74,69.53,75.11,33,100,6.08
538,Encruzilhada Do Sul,BR,2020-04-28 02:55:33,-30.54,-52.52,61.86,84,100,5.08
539,Rabak,SD,2020-04-28 02:55:33,13.18,32.74,79.03,15,92,9.4
540,Honiara,SB,2020-04-28 02:55:33,-9.43,159.95,89.6,70,20,6.93
541,Homestead,US,2020-04-28 02:55:33,25.47,-80.48,73.0,73,1,5.82
542,North Platte,US,2020-04-28 02:51:43,41.12,-100.77,70.0,37,1,4.7
543,Nieves,PH,2020-04-28 02:55:34,15.33,120.95,89.6,59,75,2.24
544,Yamada,JP,2020-04-28 02:55:34,39.47,141.95,55.54,45,62,9.31
545,Luyang,CN,2020-04-28 02:55:34,27.62,110.1,77.86,51,0,3.0
546,Mbale,UG,2020-04-28 02:55:34,1.08,34.17,64.33,62,68,2.08
547,Mahon,ES,2020-04-28 02:49:28,39.89,4.27,60.8,87,0,12.75
548,Vila Franca Do Campo,PT,2020-04-28 02:48:47,37.72,-25.43,60.8,87,75,5.82
549,Aswan,EG,2020-04-28 02:55:35,24.09,32.91,79.21,22,2,9.06
550,Andenes,NO,2020-04-28 02:55:35,69.31,16.12,32.0,84,70,9.17
551,Comodoro Rivadavia,AR,2020-04-28 02:44:39,-45.87,-67.5,53.6,87,6,1.12
552,Bonthe,SL,2020-04-28 02:55:35,7.53,-12.51,79.99,83,97,3.13
553,Buta,CD,2020-04-28 02:55:35,2.79,24.73,70.11,88,100,2.08
554,Pokhara,NP,2020-04-28 02:55:36,28.23,83.98,73.62,34,26,3.47
555,Port-Cartier,CA,2020-04-28 02:55:36,50.03,-66.87,30.99,74,5,6.8
556,Harper,LR,2020-04-28 02:55:36,4.38,-7.72,78.06,86,54,2.89
557,Popondetta,PG,2020-04-28 02:55:36,-8.75,148.25,86.63,68,69,4.43
558,Abnub,EG,2020-04-28 02:55:36,27.27,31.15,73.4,35,0,6.93
559,Opuwo,NA,2020-04-28 02:55:37,-18.06,13.84,60.8,43,0,2.06
560,Hohhot,CN,2020-04-28 02:48:10,40.81,111.65,62.6,13,0,4.47
561,Lielvarde,LV,2020-04-28 02:55:37,56.72,24.81,42.8,48,100,4.7
562,La Ronge,CA,2020-04-28 02:48:36,55.1,-105.28,37.4,64,75,5.82
563,Sao Felix Do Xingu,BR,2020-04-28 02:55:37,-6.64,-51.99,71.87,90,99,1.36
564,Lidzbark Warminski,PL,2020-04-28 02:55:38,54.13,20.58,47.66,63,96,8.05
565,Nanakuli,US,2020-04-28 02:55:38,21.39,-158.15,82.4,69,90,8.05
566,Ranong,TH,2020-04-28 02:52:14,9.97,98.63,84.2,79,75,5.82
567,Buraydah,SA,2020-04-28 02:55:38,26.33,43.98,68.0,40,0,4.7
568,Banjar,ID,2020-04-28 02:55:39,-8.19,114.97,86.0,84,20,8.05
569,Kenora,CA,2020-04-28 02:54:12,49.82,-94.43,53.6,54,75,4.29
570,Menongue,AO,2020-04-28 02:55:39,-14.66,17.69,56.32,53,67,1.97
571,Morant Bay,JM,2020-04-28 02:55:39,17.88,-76.41,84.2,54,20,5.82
572,Vicksburg,US,2020-04-28 02:50:40,32.35,-90.88,66.2,63,1,6.91
573,Zlobin,HR,2020-04-28 02:55:39,45.29,14.65,48.99,88,25,1.99
574,Uruacu,BR,2020-04-28 02:55:40,-14.52,-49.14,66.58,75,3,3.94
575,Eureka,US,2020-04-28 02:47:11,40.8,-124.16,62.01,82,79,1.77
576,Warri,NG,2020-04-28 02:54:05,5.52,5.75,76.93,92,100,3.87
577,Bilibino,RU,2020-04-28 02:47:48,68.05,166.44,31.15,88,100,2.39
578,Tulum,MX,2020-04-28 02:55:40,20.22,-87.47,81.0,78,75,4.7
579,Kutum,SD,2020-04-28 02:49:18,14.2,24.67,72.43,13,12,7.94
580,Isangel,VU,2020-04-28 02:48:34,-19.55,169.27,82.4,65,75,10.29
581,Kalabo,ZM,2020-04-28 02:55:41,-14.97,22.68,60.35,50,66,4.72
582,Noumea,NC,2020-04-28 02:54:55,-22.28,166.46,82.0,61,90,9.17
583,Port Blair,IN,2020-04-28 02:52:07,11.67,92.75,87.58,67,84,8.5
584,Uppsala,SE,2020-04-28 02:55:41,60.0,17.75,34.0,90,90,9.17
585,Trapani,IT,2020-04-28 02:55:42,37.83,12.67,57.2,87,40,4.7
586,Encantado,BR,2020-04-28 02:55:42,-29.24,-51.87,69.01,80,93,3.76
587,Fukue,JP,2020-04-28 02:47:46,32.69,128.84,62.6,51,20,18.34
588,Cangzhou,CN,2020-04-28 02:55:42,38.32,116.87,78.31,24,0,17.85
589,Calvinia,ZA,2020-04-28 02:55:43,-31.47,19.78,53.26,48,0,7.76
590,Arco,IT,2020-04-28 02:55:43,45.92,10.89,57.99,100,90,9.17
591,Ulaangom,MN,2020-04-28 02:48:49,49.98,92.07,65.93,26,17,2.77
592,San Andres,CO,2020-04-28 02:55:43,12.58,-81.7,82.4,74,75,13.87
593,Pleshanovo,RU,2020-04-28 02:55:43,52.83,53.48,48.34,77,11,12.68
594,Carbonia,IT,2020-04-28 02:55:44,39.17,8.52,57.2,87,20,4.7
595,Khash,IR,2020-04-28 02:55:44,28.22,61.22,73.83,23,0,4.09
596,Bolshoye Selo,RU,2020-04-28 02:55:44,57.72,38.93,32.81,89,0,5.14
597,Pevek,RU,2020-04-28 02:47:40,69.7,170.31,27.52,97,99,8.39
598,Concarneau,FR,2020-04-28 02:55:44,47.88,-3.92,53.6,100,75,9.93
599,Columbia,US,2020-04-28 02:51:38,34.0,-81.03,59.0,62,1,4.65
600,Henties Bay,NA,2020-04-28 02:47:56,-22.12,14.28,55.99,97,0,6.44
601,Rio Claro,BR,2020-04-28 02:55:45,-22.41,-47.56,57.2,87,0,3.36
602,Lasa,IT,2020-04-28 02:49:36,46.62,10.7,46.4,100,75,5.82
603,Oranjestad,AW,2020-04-28 02:51:15,12.52,-70.03,80.6,78,20,18.34
604,Puteyets,RU,2020-04-28 02:55:46,65.17,57.09,33.89,88,99,4.59
605,Narsaq,GL,2020-04-28 02:48:33,60.92,-46.05,33.8,69,27,4.7
606,Antofagasta,CL,2020-04-28 02:51:07,-23.65,-70.4,60.8,87,75,17.22
607,Lodja,CD,2020-04-28 02:55:05,-3.48,23.43,70.34,86,100,1.92
608,Faya,SA,2020-04-28 02:55:47,18.39,42.45,64.4,67,19,0.34
609,Port Macquarie,AU,2020-04-28 02:48:29,-31.43,152.92,73.99,95,19,7.2
610,Dwarka,IN,2020-04-28 02:55:47,22.24,68.97,82.15,77,0,13.78
611,Nizwa,OM,2020-04-28 02:52:03,22.93,57.53,86.54,29,0,2.13
612,Oyama,JP,2020-04-28 02:55:47,36.3,139.8,59.0,54,40,8.05
613,Kathmandu,NP,2020-04-28 02:54:26,27.72,85.32,62.6,88,75,2.24
614,Peace River,CA,2020-04-28 02:55:48,56.25,-117.29,51.8,53,75,10.29
